Customer_ID,Branch_ID,Account_Type,Balance,Created_Date,Status,Currency
2111,10,Loan,202228.95,2023-02-24,Inactive,USD
4000,35,Loan,109127.56,2015-04-12,Active,USD
2833,17,Loan,110854.56,2019-09-27,Active,USD
2710,84,Loan,326824.42,2016-03-03,Closed,USD
1525,75,Loan,302779.06,2019-07-15,Closed,USD
4859,22,Business,400212.44,2019-08-27,Closed,USD
2376,2,Checking,309056.07,2023-05-12,Closed,USD
1546,78,Savings,85326.9,2019-04-04,Closed,USD
2007,27,Business,83729.88,2020-02-19,Active,USD
4992,14,Savings,33222.68,2023-04-19,Active,USD
3043,82,Savings,21461.72,2020-01-26,Closed,USD
1975,39,Business,60367.28,2015-12-19,Active,USD
1810,71,Loan,1882.71,2023-01-14,Active,USD
2587,30,Business,235791.32,2022-09-26,Inactive,USD
1901,50,Checking,273717.16,2017-09-20,Active,USD
2866,30,Loan,432265.19,2015-09-16,Active,USD
1031,75,Checking,80869.4,2022-10-07,Active,USD
3086,38,Savings,461269.12,2017-03-27,Inactive,USD
3786,78,Savings,152980.08,2020-08-06,Inactive,USD
3479,47,Business,111266.46,2024-12-05,Inactive,USD
4214,44,Business,407837.98,2022-04-24,Closed,USD
3831,88,Business,354557.1,2016-07-12,Active,USD
1483,85,Checking,407105.9,2017-02-11,Closed,USD
2028,9,Business,489221.07,2023-06-27,Inactive,USD
1740,98,Checking,89711.65,2023-07-12,Closed,USD
2124,77,Loan,280432.95,2022-02-13,Closed,USD
1973,37,Checking,327680.62,2019-08-21,Closed,USD
2592,87,Business,105617.36,2017-10-26,Inactive,USD
2024,88,Savings,362973.79,2022-01-16,Closed,USD
3292,80,Business,102392.23,2018-02-13,Closed,USD
2769,29,Checking,466510.22,2023-05-14,Closed,USD
3127,16,Checking,427192.5,2017-03-30,Inactive,USD
4747,42,Savings,254555.79,2021-02-27,Active,USD
2727,81,Loan,25331.89,2020-07-03,Active,USD
3712,22,Loan,27852.83,2021-07-22,Inactive,USD
3259,33,Loan,91841.56,2021-09-19,Inactive,USD
1144,59,Loan,295265.07,2018-12-22,Inactive,USD
1915,58,Savings,325120.93,2019-03-26,Closed,USD
2647,92,Business,499505.84,2018-04-13,Inactive,USD
1346,50,Savings,41762.05,2023-07-06,Closed,USD
2408,88,Savings,296019.57,2016-04-03,Active,USD
3721,38,Business,977.67,2017-10-10,Closed,USD
2364,55,Savings,380090.07,2017-10-26,Closed,USD
1226,44,Savings,244375.78,2022-02-17,Inactive,USD
2288,44,Checking,208229.52,2023-06-13,Inactive,USD
1429,59,Business,23706.33,2019-06-17,Active,USD
1243,5,Savings,100800.45,2019-03-12,Closed,USD
1913,70,Loan,447782.93,2015-06-26,Inactive,USD
4347,51,Loan,286701.73,2018-07-28,Closed,USD
4611,40,Business,85800.91,2024-11-11,Inactive,USD
3656,31,Checking,249112.77,2022-09-12,Active,USD
3054,78,Checking,182940.35,2015-05-04,Closed,USD
4677,43,Checking,169456.42,2021-12-31,Closed,USD
4353,41,Loan,94109.32,2017-12-14,Inactive,USD
2957,23,Savings,74157.84,2016-02-19,Closed,USD
2178,30,Checking,433123.19,2024-09-29,Closed,USD
2068,48,Savings,283187.58,2020-11-25,Inactive,USD
3547,57,Business,130116.71,2024-02-26,Active,USD
4283,23,Checking,291934.61,2016-09-12,Closed,USD
3086,76,Savings,326061.13,2020-07-31,Closed,USD
4092,32,Checking,288693.53,2016-10-21,Closed,USD
2744,68,Savings,146921.67,2019-01-06,Active,USD
1656,24,Business,381346.18,2023-01-17,Active,USD
1079,26,Business,211788.92,2023-03-31,Inactive,USD
2643,40,Checking,381027.12,2020-10-07,Inactive,USD
3611,85,Checking,152976.49,2024-04-01,Inactive,USD
2390,39,Business,468770.69,2024-07-26,Closed,USD
4717,37,Business,200666.55,2016-01-09,Inactive,USD
3794,97,Business,358799.55,2019-06-10,Inactive,USD
2680,60,Business,77352.3,2017-01-22,Closed,USD
3197,11,Business,78460.67,2021-10-30,Closed,USD
2182,43,Business,183873.22,2022-08-23,Closed,USD
4353,36,Savings,457879.09,2020-10-20,Active,USD
1964,13,Business,469836.2,2024-10-27,Active,USD
1744,7,Business,128393.63,2021-06-21,Closed,USD
3131,60,Savings,193668.54,2016-07-10,Closed,USD
1033,15,Business,478939.47,2016-04-10,Inactive,USD
2462,88,Business,131430.63,2017-09-23,Closed,USD
1744,2,Loan,415857.01,2022-03-22,Closed,USD
1284,40,Business,263654.27,2017-08-08,Active,USD
4641,29,Checking,499641.76,2024-05-24,Active,USD
2050,10,Loan,248089.55,2024-06-24,Active,USD
3646,36,Loan,21405.81,2017-02-02,Inactive,USD
1397,23,Loan,359785.03,2015-04-27,Active,USD
4146,36,Savings,434859.28,2016-12-25,Inactive,USD
1974,81,Savings,255722.27,2018-07-17,Closed,USD
2857,47,Savings,29107.13,2020-01-16,Closed,USD
1124,2,Loan,177832.07,2024-03-12,Active,USD
2887,35,Savings,315545.49,2017-11-03,Active,USD
4305,42,Savings,252628.18,2019-02-03,Inactive,USD
2498,40,Loan,366541.04,2022-03-27,Active,USD
4596,29,Savings,78447.02,2018-06-28,Active,USD
3395,81,Checking,56538.64,2023-07-17,Active,USD
2751,66,Savings,393992.71,2017-05-10,Inactive,USD
2977,28,Savings,467368.92,2019-07-09,Active,USD
1399,69,Checking,253568.61,2023-03-23,Active,USD
1543,77,Business,446350.65,2023-10-27,Inactive,USD
1541,25,Checking,279851.89,2019-03-23,Active,USD
2262,30,Checking,269032.02,2023-09-22,Active,USD
3872,79,Savings,3927.72,2023-03-31,Inactive,USD
1702,95,Checking,297030.06,2021-10-08,Inactive,USD
1615,73,Business,249689.8,2025-02-17,Active,USD
1267,2,Business,145265.41,2020-09-02,Active,USD
3087,40,Business,204500.16,2018-11-27,Closed,USD
3501,86,Loan,333448.58,2017-08-25,Closed,USD
2579,26,Business,147452.21,2021-04-27,Inactive,USD
1238,14,Loan,269353.6,2022-10-17,Closed,USD
4274,40,Savings,352669.41,2016-06-01,Inactive,USD
1275,97,Loan,337366.06,2022-04-15,Active,USD
1411,21,Savings,17588.44,2019-11-05,Active,USD
1560,40,Savings,140581.04,2021-07-13,Active,USD
2256,5,Business,107004.31,2018-11-17,Inactive,USD
1404,14,Checking,328925.94,2021-11-17,Inactive,USD
1256,25,Business,94350.4,2022-09-10,Inactive,USD
3829,86,Savings,300940.53,2019-04-18,Inactive,USD
4716,80,Checking,387198.13,2019-04-13,Closed,USD
1582,4,Loan,294137.55,2019-06-28,Inactive,USD
2322,95,Business,160366.54,2016-03-29,Closed,USD
2462,49,Loan,20378.38,2022-02-15,Inactive,USD
4973,53,Savings,154044.26,2024-03-20,Active,USD
3233,74,Loan,492211.08,2020-08-08,Active,USD
4780,30,Loan,173284.18,2016-11-09,Inactive,USD
3612,80,Loan,4161.34,2020-02-15,Inactive,USD
2025,26,Loan,284654.25,2018-10-09,Closed,USD
2484,88,Business,188760.94,2021-06-21,Inactive,USD
2154,85,Savings,331932.27,2024-12-23,Active,USD
4776,76,Business,328084.48,2019-04-25,Closed,USD
1068,86,Checking,166071.57,2017-07-20,Inactive,USD
4696,10,Loan,186729.96,2018-01-01,Active,USD
3780,80,Checking,277221.95,2018-10-19,Active,USD
1511,3,Checking,248140.34,2022-01-05,Closed,USD
2528,54,Business,285316.96,2024-12-31,Inactive,USD
1109,85,Checking,204418.88,2021-11-14,Inactive,USD
2170,60,Loan,71404.95,2017-12-17,Active,USD
3252,66,Checking,133079.17,2019-10-12,Inactive,USD
3365,9,Checking,243984.82,2015-03-16,Inactive,USD
1263,21,Savings,148183.08,2022-03-02,Active,USD
1611,68,Business,26952.2,2019-02-12,Inactive,USD
2382,16,Business,356463.62,2020-05-25,Active,USD
1870,90,Loan,227004.95,2024-03-28,Active,USD
2888,83,Checking,39876.01,2018-11-10,Active,USD
4428,75,Business,437449.56,2018-12-31,Active,USD
2397,51,Business,359431.11,2015-04-12,Active,USD
2814,24,Checking,123511.22,2024-02-03,Inactive,USD
3644,42,Checking,199698.38,2016-01-24,Inactive,USD
3434,64,Checking,475751.54,2020-04-25,Active,USD
3895,100,Loan,242072.86,2023-09-13,Closed,USD
4712,60,Savings,25817.15,2015-05-22,Active,USD
2637,29,Savings,337061.48,2024-01-23,Inactive,USD
4179,27,Loan,123755.08,2019-05-12,Active,USD
4310,94,Savings,397527.06,2015-12-13,Inactive,USD
2847,49,Loan,304749.66,2016-07-06,Active,USD
2362,59,Savings,82398.53,2017-10-27,Closed,USD
3774,88,Savings,411157.03,2020-02-06,Active,USD
1483,89,Loan,129396.45,2021-09-05,Inactive,USD
4699,1,Loan,404208.87,2023-08-12,Active,USD
4557,81,Loan,455464.66,2022-11-16,Closed,USD
2379,73,Savings,78743.37,2017-08-29,Inactive,USD
2008,53,Loan,411302.21,2021-07-10,Active,USD
3822,94,Business,326078.05,2016-09-05,Active,USD
3590,63,Checking,91782.46,2015-09-12,Closed,USD
1462,74,Checking,366525.06,2020-06-06,Inactive,USD
3956,89,Loan,148408.68,2021-06-10,Inactive,USD
4917,13,Loan,490890.48,2019-07-08,Active,USD
3447,41,Loan,400449.8,2016-12-15,Closed,USD
2587,24,Checking,115340.36,2019-08-07,Closed,USD
4175,99,Checking,408966.16,2015-11-02,Active,USD
2791,12,Business,163986.54,2017-12-02,Inactive,USD
3589,81,Loan,452811.41,2016-05-01,Closed,USD
3791,45,Savings,306490.95,2021-12-16,Closed,USD
3799,96,Business,171549.31,2021-04-07,Active,USD
3252,32,Checking,367363.71,2016-02-07,Active,USD
4079,44,Checking,249137.3,2019-05-07,Inactive,USD
4260,20,Loan,417023.57,2022-12-01,Closed,USD
4125,54,Checking,490449.29,2023-07-22,Closed,USD
4307,73,Checking,182760.37,2019-05-28,Active,USD
3243,74,Checking,24870.13,2024-01-12,Active,USD
2041,20,Loan,441138.52,2020-04-21,Inactive,USD
3008,83,Checking,295378.19,2024-03-31,Inactive,USD
2768,17,Business,401851.35,2022-05-18,Inactive,USD
1851,43,Loan,137087.72,2019-01-18,Closed,USD
1455,41,Savings,258556.21,2017-03-20,Closed,USD
2373,63,Savings,447911.17,2021-07-04,Active,USD
2959,99,Loan,234324.12,2021-03-27,Active,USD
3691,48,Loan,80880.3,2015-04-16,Closed,USD
4252,2,Checking,260380.49,2024-03-27,Closed,USD
3243,100,Checking,464250.11,2018-12-17,Active,USD
3633,96,Checking,456763.29,2015-09-27,Active,USD
1615,16,Savings,262475.13,2017-08-31,Closed,USD
4418,47,Savings,88766.0,2024-10-29,Active,USD
2726,24,Checking,264663.29,2020-10-20,Closed,USD
4482,36,Business,419220.87,2017-01-16,Inactive,USD
4194,64,Savings,152302.27,2018-08-14,Closed,USD
1421,43,Checking,428293.24,2017-02-25,Active,USD
1178,90,Checking,166373.89,2025-01-23,Active,USD
4574,27,Loan,122546.95,2020-04-12,Inactive,USD
1816,18,Checking,160127.12,2017-10-08,Active,USD
4487,2,Savings,364269.56,2024-12-11,Inactive,USD
1216,53,Loan,461729.32,2022-04-16,Inactive,USD
1215,68,Checking,376315.02,2021-09-30,Closed,USD
1652,99,Checking,24399.17,2022-09-30,Closed,USD
3417,11,Loan,323911.21,2017-06-19,Closed,USD
1036,8,Loan,400671.99,2017-07-13,Inactive,USD
4611,54,Business,348408.35,2022-10-11,Active,USD
1379,96,Business,255920.11,2021-09-09,Closed,USD
1211,44,Savings,178034.51,2018-01-25,Inactive,USD
4081,55,Checking,193601.13,2016-05-19,Inactive,USD
2678,69,Savings,347767.21,2022-07-11,Inactive,USD
2362,30,Business,390123.67,2016-07-31,Inactive,USD
1926,80,Savings,240670.17,2022-09-21,Active,USD
4386,65,Checking,349358.18,2019-01-26,Inactive,USD
1094,75,Loan,396137.7,2016-07-08,Inactive,USD
1479,62,Loan,207054.21,2020-08-10,Active,USD
4333,76,Business,170149.7,2024-11-19,Inactive,USD
2104,68,Loan,408967.29,2022-10-13,Active,USD
4928,13,Business,121469.81,2022-02-13,Inactive,USD
4000,6,Checking,72318.25,2016-04-10,Inactive,USD
4065,10,Loan,47461.82,2018-05-13,Closed,USD
4170,23,Checking,379224.37,2018-03-04,Closed,USD
3422,74,Checking,377690.07,2024-08-06,Active,USD
2833,17,Business,459837.07,2018-11-16,Inactive,USD
2652,4,Savings,78774.13,2023-11-30,Closed,USD
1011,89,Savings,415673.81,2022-11-30,Closed,USD
2113,81,Checking,257158.19,2021-09-02,Active,USD
3140,58,Loan,104558.25,2022-09-15,Inactive,USD
2754,87,Loan,210165.0,2017-01-28,Active,USD
3542,27,Checking,306099.78,2020-03-30,Inactive,USD
4233,55,Business,351810.68,2015-11-29,Active,USD
1961,28,Business,8439.55,2020-10-10,Closed,USD
1544,89,Checking,184302.57,2021-10-11,Active,USD
1304,6,Loan,329947.14,2017-12-24,Closed,USD
4037,17,Loan,367033.63,2016-05-24,Closed,USD
4330,81,Business,341710.33,2016-12-02,Inactive,USD
2246,69,Loan,125697.78,2018-03-26,Closed,USD
1356,23,Savings,118384.64,2015-02-22,Closed,USD
4280,72,Checking,104925.91,2022-02-25,Inactive,USD
1799,9,Savings,93815.76,2022-04-16,Closed,USD
2988,49,Business,270129.66,2021-03-02,Active,USD
3019,1,Savings,151882.23,2019-05-01,Inactive,USD
4474,50,Checking,181847.57,2024-09-27,Inactive,USD
1642,34,Business,167255.37,2021-10-19,Closed,USD
3747,20,Savings,380408.36,2016-02-11,Active,USD
3344,70,Savings,324819.36,2023-11-13,Active,USD
2245,44,Checking,401067.09,2015-09-07,Closed,USD
1760,70,Business,367521.32,2015-03-30,Inactive,USD
1849,77,Savings,47712.84,2020-08-12,Closed,USD
3703,1,Loan,386887.92,2023-12-27,Closed,USD
2044,48,Checking,497546.81,2018-07-20,Inactive,USD
1481,14,Loan,49534.8,2016-07-05,Active,USD
4726,68,Savings,406583.39,2018-03-22,Inactive,USD
3537,24,Checking,86962.55,2024-10-20,Closed,USD
2778,46,Savings,70694.09,2015-06-29,Inactive,USD
1835,3,Business,198865.55,2021-04-11,Closed,USD
4228,35,Loan,276054.44,2018-12-02,Closed,USD
1723,17,Savings,54898.31,2017-09-08,Active,USD
1612,93,Savings,62331.05,2021-10-13,Active,USD
1147,71,Loan,330630.43,2016-12-09,Closed,USD
4248,43,Checking,374714.44,2024-02-21,Closed,USD
2227,71,Business,420855.62,2023-08-03,Inactive,USD
4740,96,Checking,82464.99,2021-08-28,Active,USD
1360,80,Savings,324170.25,2016-04-21,Closed,USD
2647,91,Savings,328309.49,2019-10-30,Closed,USD
2973,61,Loan,214773.41,2019-12-15,Active,USD
2156,1,Business,56979.71,2020-07-10,Closed,USD
2286,11,Business,108183.74,2015-08-19,Inactive,USD
4824,69,Checking,486099.49,2019-12-14,Inactive,USD
2483,84,Savings,217037.83,2024-03-15,Closed,USD
4873,43,Savings,140112.05,2016-03-29,Inactive,USD
3765,32,Savings,167493.41,2018-08-29,Inactive,USD
1904,36,Business,88323.62,2019-02-08,Inactive,USD
1506,35,Loan,450893.73,2015-05-10,Active,USD
3778,47,Savings,430287.65,2022-02-05,Closed,USD
3561,55,Loan,381260.29,2020-12-06,Active,USD
4240,76,Business,166422.11,2017-07-18,Active,USD
2185,62,Loan,335583.51,2017-07-26,Inactive,USD
3404,45,Checking,429862.29,2019-10-20,Closed,USD
3155,28,Business,211887.98,2021-01-07,Closed,USD
3920,22,Savings,110809.33,2024-01-05,Closed,USD
1579,74,Savings,33185.8,2024-03-18,Closed,USD
1039,11,Business,474129.91,2020-03-03,Closed,USD
1500,33,Savings,196874.57,2022-10-24,Inactive,USD
1223,98,Business,16123.88,2024-06-19,Active,USD
2250,80,Checking,91611.14,2022-02-06,Closed,USD
1498,87,Loan,372320.74,2015-07-28,Active,USD
4117,91,Business,140662.96,2017-04-30,Closed,USD
2026,88,Business,303513.21,2016-06-17,Inactive,USD
3817,55,Savings,207071.01,2019-10-25,Inactive,USD
3227,36,Savings,105313.78,2021-02-17,Active,USD
4192,23,Loan,120788.45,2018-12-20,Closed,USD
1732,94,Business,417796.48,2018-07-15,Closed,USD
2179,67,Loan,65209.56,2017-01-05,Active,USD
3186,45,Business,101650.45,2018-01-12,Active,USD
4438,50,Checking,161401.92,2024-09-11,Closed,USD
2358,12,Business,217979.21,2018-03-21,Inactive,USD
2829,24,Savings,328692.33,2016-09-29,Closed,USD
3252,14,Checking,96637.03,2020-05-20,Inactive,USD
4526,94,Business,29551.63,2024-07-26,Inactive,USD
2256,98,Business,278452.73,2021-07-11,Closed,USD
2347,70,Savings,207178.32,2023-11-20,Inactive,USD
2224,50,Checking,241734.72,2020-01-01,Inactive,USD
3132,12,Savings,281313.57,2019-07-18,Active,USD
4326,4,Savings,238894.14,2024-11-21,Active,USD
2272,96,Loan,201530.49,2023-05-24,Closed,USD
1599,49,Business,302629.49,2016-01-18,Active,USD
2311,100,Business,384027.73,2015-09-08,Closed,USD
1553,33,Savings,187941.27,2015-08-07,Active,USD
1813,72,Savings,69826.78,2021-10-24,Inactive,USD
2526,36,Business,360029.82,2015-04-10,Active,USD
2297,57,Business,286963.68,2024-12-30,Closed,USD
2029,20,Savings,451932.6,2023-06-16,Active,USD
3912,99,Loan,407190.94,2017-11-05,Inactive,USD
1135,47,Savings,284187.74,2018-09-24,Inactive,USD
2320,13,Savings,136532.72,2024-08-09,Closed,USD
4141,30,Loan,364986.09,2017-04-12,Closed,USD
1221,64,Checking,473446.29,2021-04-22,Closed,USD
4747,17,Loan,103774.45,2017-03-17,Inactive,USD
2088,5,Checking,374313.61,2023-07-04,Inactive,USD
2151,84,Business,168734.0,2024-02-27,Closed,USD
2016,78,Savings,417641.7,2023-04-10,Active,USD
1042,82,Checking,204656.71,2019-07-03,Inactive,USD
3106,15,Business,338250.99,2019-11-06,Inactive,USD
1465,81,Business,423708.18,2022-03-01,Closed,USD
4775,81,Savings,28461.85,2015-08-26,Closed,USD
1145,74,Loan,22325.27,2024-02-04,Closed,USD
3074,70,Checking,371109.42,2015-10-24,Inactive,USD
3232,14,Checking,252812.41,2019-11-13,Active,USD
2372,66,Business,333193.12,2019-09-24,Closed,USD
4116,58,Checking,20062.04,2019-08-09,Closed,USD
4599,17,Business,243995.86,2016-04-02,Inactive,USD
4217,2,Savings,62822.86,2023-05-25,Closed,USD
2263,75,Savings,41549.81,2015-09-16,Active,USD
2562,61,Loan,359268.32,2022-09-04,Closed,USD
2246,70,Business,201322.38,2022-02-23,Closed,USD
1083,75,Loan,245205.75,2021-06-10,Inactive,USD
4630,84,Checking,198340.75,2024-09-23,Inactive,USD
2497,7,Business,405198.6,2020-12-30,Active,USD
2020,45,Savings,86415.39,2019-01-10,Active,USD
1413,39,Business,51141.68,2020-01-25,Active,USD
1443,45,Checking,237025.83,2015-09-27,Closed,USD
2952,19,Checking,470636.92,2019-10-14,Closed,USD
4593,4,Savings,387342.28,2019-10-12,Closed,USD
1059,57,Business,383672.79,2021-02-03,Closed,USD
3827,61,Loan,420559.06,2015-07-18,Active,USD
2410,32,Checking,432766.58,2017-04-24,Active,USD
3120,72,Business,210131.56,2016-11-20,Closed,USD
2100,92,Business,116157.02,2022-06-18,Closed,USD
2639,93,Business,122126.47,2023-07-12,Closed,USD
4637,83,Checking,266612.44,2022-07-24,Closed,USD
3592,6,Checking,54060.81,2016-03-13,Closed,USD
3224,1,Savings,361443.63,2020-09-10,Closed,USD
2382,11,Business,426381.77,2017-06-18,Inactive,USD
1689,20,Savings,183931.22,2020-07-18,Active,USD
4426,71,Checking,186019.12,2018-03-31,Active,USD
3489,15,Checking,130602.87,2020-09-09,Closed,USD
1666,40,Loan,329611.13,2023-08-17,Closed,USD
3541,75,Business,432362.69,2020-06-02,Inactive,USD
4993,49,Savings,394990.26,2015-07-20,Active,USD
2742,55,Loan,339918.56,2019-11-03,Closed,USD
3897,90,Loan,366140.16,2015-05-13,Active,USD
4541,29,Savings,460109.39,2020-02-12,Closed,USD
3542,97,Business,283750.9,2017-11-15,Inactive,USD
2877,16,Loan,299851.9,2024-08-07,Active,USD
4177,13,Savings,257155.36,2021-09-23,Closed,USD
1781,91,Checking,183937.9,2015-06-14,Active,USD
1843,68,Checking,498842.0,2023-02-14,Inactive,USD
1418,100,Checking,430384.1,2020-04-07,Active,USD
3196,44,Loan,125440.08,2022-11-04,Inactive,USD
1485,20,Savings,151543.18,2015-09-30,Active,USD
3225,51,Loan,44940.98,2018-02-19,Inactive,USD
3803,11,Savings,36962.08,2021-12-13,Active,USD
4777,95,Savings,172870.71,2019-09-26,Inactive,USD
2915,81,Loan,453768.28,2021-12-22,Active,USD
1471,39,Savings,219793.56,2019-07-19,Closed,USD
4557,20,Loan,354587.86,2021-01-02,Inactive,USD
4218,88,Checking,101724.62,2021-07-20,Closed,USD
2515,91,Loan,435282.08,2017-06-29,Active,USD
1208,27,Savings,211903.29,2024-09-08,Closed,USD
2238,59,Checking,182737.32,2018-10-08,Closed,USD
3272,31,Checking,164851.8,2024-10-08,Closed,USD
2536,50,Savings,219539.3,2021-08-22,Closed,USD
4170,60,Savings,20897.99,2019-05-20,Active,USD
1567,34,Savings,494258.33,2018-01-24,Active,USD
2311,38,Business,179910.28,2018-07-05,Closed,USD
3709,17,Checking,31714.68,2022-11-24,Closed,USD
1969,33,Checking,483881.11,2019-12-26,Active,USD
1290,58,Loan,341272.63,2021-11-28,Closed,USD
1143,85,Checking,239780.05,2018-08-22,Inactive,USD
1811,39,Loan,65513.54,2019-02-15,Active,USD
2218,61,Savings,149093.59,2016-07-10,Active,USD
1303,47,Savings,197083.81,2020-07-11,Active,USD
3953,77,Business,398874.66,2024-04-08,Active,USD
3231,63,Loan,458501.56,2015-09-26,Active,USD
1478,61,Loan,314026.76,2019-01-15,Active,USD
3529,59,Checking,343654.01,2023-02-09,Inactive,USD
1734,100,Savings,14861.95,2024-07-17,Closed,USD
4938,92,Loan,361843.72,2020-10-02,Active,USD
2466,29,Checking,373185.37,2017-07-04,Inactive,USD
3414,28,Checking,176149.83,2024-11-19,Active,USD
1086,47,Loan,388195.2,2015-03-03,Active,USD
3431,88,Savings,317280.92,2020-09-13,Inactive,USD
3086,27,Checking,475670.58,2018-10-26,Inactive,USD
4384,59,Savings,443685.51,2021-09-05,Active,USD
3399,77,Business,328596.58,2020-09-02,Inactive,USD
4337,1,Business,335850.15,2016-02-02,Inactive,USD
4066,83,Checking,152850.29,2024-09-18,Inactive,USD
1294,55,Loan,266955.89,2021-03-29,Closed,USD
4529,52,Checking,133591.65,2015-05-19,Closed,USD
3170,31,Loan,9663.33,2024-04-04,Inactive,USD
4440,18,Business,86903.34,2022-08-10,Active,USD
4053,66,Loan,257504.64,2015-04-25,Active,USD
2335,5,Checking,345799.46,2018-07-14,Active,USD
4232,79,Checking,224027.47,2018-08-21,Inactive,USD
2486,48,Savings,499576.09,2018-01-17,Inactive,USD
4839,99,Business,318704.67,2020-09-20,Closed,USD
4195,45,Loan,198474.61,2025-02-14,Inactive,USD
1253,10,Savings,57478.51,2017-02-19,Active,USD
4696,64,Checking,425211.54,2018-02-03,Closed,USD
3306,85,Checking,65587.97,2015-11-17,Closed,USD
3132,57,Checking,404305.78,2023-03-21,Closed,USD
2416,25,Loan,197772.3,2020-02-28,Closed,USD
2842,38,Savings,86776.11,2021-06-12,Closed,USD
1320,34,Loan,257925.47,2020-02-19,Active,USD
2994,77,Loan,289319.36,2017-05-07,Inactive,USD
3969,13,Business,263743.57,2017-07-24,Active,USD
2086,67,Savings,271442.68,2015-10-18,Closed,USD
1332,42,Savings,471980.0,2020-09-30,Closed,USD
1866,79,Savings,254342.53,2023-02-16,Inactive,USD
2406,22,Loan,162039.37,2020-12-31,Inactive,USD
2232,52,Business,359314.75,2019-01-31,Inactive,USD
1082,59,Loan,380226.05,2018-10-20,Active,USD
1513,36,Checking,353638.29,2019-10-01,Inactive,USD
2859,47,Loan,430420.47,2015-06-27,Closed,USD
2811,14,Loan,38781.53,2017-05-02,Inactive,USD
2638,53,Loan,332157.9,2020-02-28,Closed,USD
3518,100,Savings,268062.75,2015-09-01,Inactive,USD
1800,6,Checking,90789.99,2023-10-24,Active,USD
