Customer_ID,Device_ID,App_Version,Transaction_Type,Amount,Date
522,7803,2.4.92,Merchant Payment,8010.22,2023-03-05
147,6488,3.5.46,Transfer,7553.6,2023-12-11
678,7190,1.1.20,Bill Payment,4864.39,2023-09-28
265,2870,4.5.50,Deposit,4436.5,2024-04-13
443,9041,4.5.41,Deposit,1053.12,2024-10-07
554,2687,2.4.37,Loan Payment,6425.05,2025-02-05
766,7348,4.9.31,Merchant Payment,7952.5,2024-10-26
43,6698,4.5.79,Bill Payment,1218.87,2024-01-18
350,3877,4.5.10,Deposit,2622.39,2023-11-12
277,3940,1.1.29,Merchant Payment,141.3,2024-04-28
841,2173,4.8.68,Loan Payment,5135.87,2023-06-14
147,1357,4.1.45,Withdrawal,9855.21,2025-01-02
197,8926,5.6.77,Deposit,1820.87,2024-06-29
128,2613,3.7.86,Deposit,4584.3,2024-08-29
591,4001,2.2.85,Loan Payment,6026.72,2024-07-10
393,4857,5.1.67,Withdrawal,3750.01,2024-09-02
464,5991,2.7.30,Merchant Payment,7696.77,2024-12-10
85,2223,3.3.45,Withdrawal,9701.68,2024-02-10
736,7590,2.1.49,Loan Payment,7828.74,2024-10-31
683,4071,2.0.50,Withdrawal,1360.18,2024-01-12
502,5587,5.0.25,Withdrawal,1215.35,2023-09-10
869,4797,1.5.82,Transfer,1407.01,2023-11-10
904,4585,1.8.37,Withdrawal,4586.41,2024-09-23
647,1417,5.6.69,Loan Payment,7712.76,2023-03-02
959,3220,1.6.71,Bill Payment,1818.84,2024-02-08
353,3677,3.0.52,Deposit,9665.88,2023-11-25
184,8652,4.9.68,Transfer,24.26,2023-10-31
32,9510,3.9.27,Withdrawal,809.38,2024-05-28
62,7545,3.5.92,Deposit,4372.14,2025-02-04
274,8297,1.9.46,Deposit,6669.69,2023-12-12
543,9937,5.4.50,Loan Payment,7273.57,2023-12-01
468,4949,4.5.27,Deposit,9783.95,2024-01-17
124,9613,4.8.24,Transfer,6368.7,2023-09-13
594,7748,3.7.18,Deposit,6865.0,2024-04-29
566,8270,2.5.96,Transfer,4620.97,2023-08-17
325,7579,4.9.37,Transfer,4518.42,2024-03-26
457,4706,1.5.94,Bill Payment,5394.69,2024-01-18
81,1435,4.5.62,Merchant Payment,8249.73,2023-03-18
60,4804,2.9.51,Loan Payment,913.79,2023-04-03
649,3091,4.0.62,Withdrawal,811.45,2023-12-30
471,8245,5.7.20,Loan Payment,1888.41,2024-09-12
140,2225,3.6.33,Transfer,3527.88,2025-01-02
965,1645,5.7.75,Bill Payment,272.3,2023-06-23
673,3305,2.1.83,Deposit,183.66,2024-10-09
645,1116,3.7.28,Bill Payment,7233.6,2023-11-29
146,8949,2.5.97,Loan Payment,914.73,2024-12-08
146,5557,5.0.19,Bill Payment,8877.32,2024-10-19
371,4054,1.0.87,Loan Payment,9769.99,2025-01-29
429,1974,1.0.82,Loan Payment,6981.25,2023-04-15
453,4761,3.3.93,Bill Payment,4034.08,2025-01-26
149,3989,4.8.66,Merchant Payment,7082.47,2023-07-04
296,2654,4.9.65,Withdrawal,7895.33,2024-01-11
538,5240,4.7.99,Transfer,3136.62,2024-02-13
112,2319,2.6.29,Loan Payment,8233.39,2025-02-09
653,3665,5.2.15,Transfer,106.68,2024-08-11
239,1865,3.6.83,Withdrawal,2438.43,2023-07-13
408,3851,5.3.67,Deposit,3361.35,2024-07-09
724,6223,3.2.67,Bill Payment,7995.99,2024-11-07
442,1180,1.0.23,Bill Payment,5580.1,2024-12-11
181,3974,1.4.47,Merchant Payment,6636.27,2024-01-10
483,6833,3.4.80,Deposit,7382.52,2023-07-09
680,6578,2.3.79,Loan Payment,138.04,2024-10-02
504,2575,4.8.32,Transfer,954.09,2024-04-23
466,4635,1.4.93,Deposit,9639.42,2024-09-11
396,6331,5.5.93,Transfer,394.26,2024-03-20
54,6905,3.9.67,Transfer,3260.02,2023-12-03
292,8578,2.4.2,Loan Payment,6293.07,2024-11-13
883,1366,4.3.63,Loan Payment,2267.59,2024-11-12
788,3215,3.0.31,Bill Payment,396.5,2023-11-21
110,2418,1.8.44,Bill Payment,8641.75,2023-09-14
35,5712,4.6.16,Merchant Payment,527.99,2023-11-19
640,2426,2.4.37,Transfer,4342.27,2023-03-20
354,6233,5.3.2,Merchant Payment,6845.45,2024-04-01
995,2722,1.5.45,Bill Payment,8427.24,2024-12-06
103,2326,1.2.40,Withdrawal,3837.69,2023-05-26
543,8497,3.2.11,Withdrawal,9677.31,2024-07-31
824,9547,4.7.61,Transfer,7896.06,2024-12-31
317,2094,3.9.49,Loan Payment,5106.27,2024-01-22
733,1475,4.9.66,Merchant Payment,5948.53,2024-08-25
305,3103,4.0.27,Bill Payment,1173.6,2024-03-11
521,6292,5.4.26,Loan Payment,8626.86,2025-02-02
598,4918,2.1.73,Transfer,2451.91,2024-07-28
430,8841,2.9.87,Withdrawal,217.31,2024-09-22
645,6255,5.7.9,Deposit,2968.57,2023-07-23
20,8240,1.5.12,Loan Payment,5059.43,2023-10-17
378,7676,5.9.47,Merchant Payment,7803.19,2023-09-05
199,7663,4.4.25,Transfer,8051.81,2023-11-21
862,2661,3.4.16,Bill Payment,5345.56,2024-10-28
72,4986,3.2.23,Merchant Payment,3898.93,2023-09-22
633,2505,5.1.91,Transfer,9625.73,2024-04-08
966,6303,3.5.78,Withdrawal,7163.12,2024-07-21
561,4886,1.7.40,Loan Payment,6674.04,2023-11-01
866,5797,5.4.74,Deposit,8800.47,2024-04-10
710,8652,4.3.12,Deposit,5370.49,2023-10-23
952,8839,2.2.97,Bill Payment,5069.71,2024-05-14
374,9437,5.2.33,Merchant Payment,481.85,2024-01-15
994,1498,1.9.73,Deposit,3082.28,2024-11-03
190,8696,4.5.75,Merchant Payment,8899.88,2024-10-11
983,2252,5.9.40,Merchant Payment,1798.94,2023-09-08
664,4876,2.9.88,Bill Payment,1669.67,2024-05-10
54,2497,4.9.23,Withdrawal,3349.78,2023-04-14
655,9593,5.8.90,Merchant Payment,3629.19,2024-02-16
374,6067,3.6.64,Merchant Payment,5816.14,2023-12-26
922,6702,3.4.83,Withdrawal,6110.84,2024-05-19
814,8869,2.7.96,Withdrawal,9082.03,2024-07-10
112,6976,4.0.87,Transfer,1777.65,2025-01-03
297,3494,4.0.51,Transfer,8835.78,2024-01-01
490,9667,3.1.2,Withdrawal,9959.85,2024-02-16
497,1230,2.1.47,Deposit,7380.82,2024-08-18
169,6991,4.1.17,Deposit,2739.87,2024-07-01
991,6404,1.5.54,Loan Payment,5699.47,2024-08-04
220,7287,5.6.46,Deposit,9641.38,2023-08-10
111,6815,4.8.18,Merchant Payment,9834.83,2023-07-26
105,1873,5.1.68,Deposit,1324.14,2025-02-05
310,7368,2.1.65,Transfer,6315.57,2024-05-11
150,1940,2.4.83,Transfer,5166.0,2024-03-07
642,4530,3.6.77,Withdrawal,7633.62,2024-08-09
912,8875,1.1.34,Withdrawal,5257.81,2025-02-12
28,6054,3.3.89,Deposit,91.99,2024-10-03
176,2694,2.4.54,Loan Payment,6965.14,2025-02-11
994,2415,2.9.69,Deposit,4914.24,2024-09-12
934,9102,5.7.2,Transfer,5805.14,2024-10-14
634,5773,1.6.11,Deposit,908.6,2024-07-07
621,2066,4.7.17,Deposit,9589.92,2024-10-09
395,7322,4.6.58,Deposit,3578.13,2024-11-08
671,6001,2.3.26,Merchant Payment,7636.48,2024-04-20
118,7707,1.1.12,Transfer,3086.95,2023-04-06
833,8222,2.9.19,Bill Payment,5051.12,2024-05-25
442,6009,5.9.18,Transfer,1306.59,2024-03-11
901,4054,5.2.14,Merchant Payment,7325.49,2024-08-24
902,1288,1.7.11,Withdrawal,6651.05,2023-04-15
495,1279,1.1.51,Withdrawal,8275.71,2023-08-30
697,9633,3.6.21,Withdrawal,8790.06,2024-12-14
929,2886,4.0.96,Withdrawal,8448.07,2023-10-14
951,2665,2.1.47,Withdrawal,7806.33,2023-12-29
563,2627,2.4.70,Bill Payment,6712.81,2024-09-07
672,1340,2.2.96,Transfer,6286.21,2024-06-05
285,7254,4.1.83,Merchant Payment,1841.2,2024-07-09
436,9342,2.7.7,Bill Payment,3709.73,2023-08-12
571,5695,5.6.43,Transfer,6466.01,2024-04-10
462,1026,5.1.45,Withdrawal,2775.29,2024-04-18
511,5126,3.5.24,Loan Payment,2928.99,2024-01-28
711,3401,5.8.92,Merchant Payment,9899.48,2024-02-14
731,9620,4.2.38,Merchant Payment,2332.88,2023-03-03
420,7284,1.0.6,Withdrawal,2063.32,2023-07-01
759,6324,2.8.5,Merchant Payment,7861.72,2024-08-11
388,6897,2.4.54,Withdrawal,6187.82,2024-04-30
731,2661,3.1.83,Bill Payment,2519.59,2024-07-03
95,8976,4.6.54,Bill Payment,8928.33,2023-06-02
367,8739,4.9.47,Loan Payment,4485.51,2024-03-18
733,4345,1.3.97,Transfer,2164.53,2024-04-29
6,3026,5.9.7,Bill Payment,1628.44,2025-01-17
479,4190,3.0.13,Transfer,1919.58,2023-07-28
498,1840,5.5.66,Withdrawal,5100.0,2023-05-07
692,6289,4.5.17,Deposit,2140.25,2023-10-30
63,6421,3.2.4,Deposit,141.97,2024-10-22
24,3189,1.8.82,Withdrawal,1093.36,2024-11-03
115,1553,5.2.41,Withdrawal,1398.0,2023-11-30
443,8416,4.0.72,Bill Payment,7053.39,2024-07-28
363,9458,2.0.17,Bill Payment,7384.77,2023-06-30
755,9171,3.7.14,Bill Payment,2375.91,2024-08-28
783,6477,4.8.92,Withdrawal,1658.81,2024-01-21
298,2113,5.3.92,Deposit,5671.35,2024-08-25
353,2654,2.0.15,Bill Payment,8738.95,2024-10-20
765,8303,3.1.86,Deposit,1333.14,2024-08-26
409,7076,5.6.63,Loan Payment,2812.1,2024-01-09
215,2950,3.2.80,Bill Payment,2065.53,2023-12-08
804,8901,1.5.23,Deposit,4041.03,2024-09-13
495,7909,3.7.86,Withdrawal,2066.26,2023-09-28
276,6829,4.5.19,Withdrawal,1270.64,2024-02-03
418,3551,3.8.39,Loan Payment,216.03,2023-05-19
10,1954,2.9.95,Merchant Payment,1255.71,2023-10-31
179,1161,5.1.89,Loan Payment,8397.32,2023-11-23
411,6003,5.1.15,Withdrawal,9301.42,2023-08-08
305,5252,5.7.48,Bill Payment,5242.13,2024-01-30
232,4109,3.2.77,Withdrawal,3717.2,2023-03-02
296,9259,2.3.34,Transfer,2542.44,2024-05-07
166,5546,4.5.66,Bill Payment,2453.08,2024-07-20
559,4357,3.2.43,Merchant Payment,3815.91,2024-11-05
264,4022,5.5.67,Merchant Payment,5866.95,2023-12-08
214,5740,1.6.10,Bill Payment,8979.93,2024-05-08
137,4069,4.8.31,Merchant Payment,580.3,2023-06-25
266,1007,2.0.39,Loan Payment,6831.03,2024-03-28
39,4479,1.2.26,Transfer,6797.32,2023-03-31
650,3241,5.8.86,Withdrawal,2202.53,2024-08-22
479,1858,4.0.61,Deposit,9116.83,2023-06-15
188,2226,3.9.26,Deposit,8964.02,2023-03-17
627,2360,5.0.50,Loan Payment,6899.09,2024-07-13
687,9605,2.6.89,Withdrawal,1320.87,2025-01-11
816,2479,2.5.51,Merchant Payment,6093.5,2024-01-11
131,3397,3.5.7,Merchant Payment,4455.24,2024-06-16
955,7747,1.2.33,Transfer,1192.76,2024-08-25
699,9206,5.1.46,Loan Payment,7351.82,2023-06-03
268,7208,5.5.76,Deposit,8304.35,2023-08-11
915,8364,3.6.3,Deposit,8717.93,2025-01-08
893,1513,1.6.68,Deposit,9467.75,2024-10-24
94,6697,5.2.57,Bill Payment,7125.37,2023-07-28
466,7402,2.4.88,Transfer,7924.95,2024-09-21
587,2529,1.7.3,Transfer,2990.3,2024-01-19
90,8756,1.6.60,Loan Payment,7797.22,2024-04-24
552,2520,3.7.59,Deposit,5067.82,2025-02-18
826,3808,1.4.56,Bill Payment,8297.71,2024-08-09
971,5398,2.7.56,Withdrawal,3457.24,2024-11-16
68,6256,5.3.81,Withdrawal,3506.72,2024-03-18
507,2954,4.1.66,Bill Payment,6447.85,2024-04-04
587,4448,4.7.27,Merchant Payment,4459.54,2024-11-18
20,9549,2.6.38,Withdrawal,1276.24,2024-12-10
803,9264,5.3.47,Withdrawal,6021.93,2024-04-05
219,3580,3.9.97,Withdrawal,2227.96,2024-04-18
463,8615,4.8.54,Deposit,9141.26,2023-10-21
496,1377,5.8.46,Loan Payment,4963.22,2023-04-23
296,1042,4.9.65,Bill Payment,9783.14,2024-05-19
570,4756,5.9.2,Deposit,8240.12,2024-10-27
410,9288,5.3.81,Merchant Payment,4706.44,2023-04-11
746,7555,3.4.25,Loan Payment,2170.54,2023-03-26
864,7032,2.2.40,Bill Payment,7920.82,2023-04-08
727,7603,5.3.16,Loan Payment,6697.42,2024-11-16
619,1834,5.1.46,Merchant Payment,14.61,2024-05-17
466,5136,2.2.60,Bill Payment,7307.14,2024-06-06
203,9569,2.8.36,Loan Payment,8792.72,2024-06-20
346,1351,2.8.20,Bill Payment,3937.69,2024-12-24
97,3857,2.5.74,Withdrawal,9782.63,2025-02-01
88,2086,2.1.79,Withdrawal,3514.55,2024-10-27
38,8213,1.8.5,Transfer,2665.9,2024-05-24
803,6261,5.7.23,Bill Payment,421.23,2023-11-18
528,1291,3.6.42,Bill Payment,9625.97,2023-09-22
122,5859,1.2.26,Bill Payment,865.01,2023-07-31
326,6999,4.6.70,Bill Payment,1067.13,2024-07-31
38,1264,2.6.98,Merchant Payment,1149.35,2023-05-09
146,7687,1.5.79,Deposit,7177.29,2024-02-15
929,7444,5.1.99,Loan Payment,2988.87,2023-04-26
826,6640,5.0.51,Transfer,260.22,2023-04-23
329,9640,3.2.43,Loan Payment,8553.11,2024-04-23
527,1238,4.3.79,Deposit,6416.65,2023-11-22
110,6619,2.4.4,Loan Payment,8230.88,2023-08-21
714,7394,5.1.5,Bill Payment,9406.35,2023-07-25
764,5555,3.2.28,Withdrawal,1668.7,2024-12-09
436,7985,5.4.1,Transfer,637.37,2023-04-21
238,5133,1.3.7,Withdrawal,1469.13,2024-07-07
258,3863,3.8.58,Loan Payment,7969.23,2024-07-06
356,2290,2.5.4,Deposit,1805.44,2024-06-27
139,3625,3.6.47,Deposit,4366.44,2023-02-26
375,3428,4.9.70,Withdrawal,825.41,2025-01-17
311,6066,5.3.64,Withdrawal,7028.75,2023-07-13
418,8238,3.0.46,Transfer,7045.38,2025-01-18
279,1468,1.0.62,Transfer,2048.36,2024-11-15
61,3610,1.2.92,Transfer,5300.79,2024-01-22
248,5797,4.4.57,Withdrawal,1942.26,2024-11-07
14,7561,2.2.60,Bill Payment,7383.48,2024-05-30
660,7943,2.4.53,Deposit,5781.59,2024-08-31
687,1513,1.1.89,Bill Payment,2136.07,2023-05-07
505,1242,2.2.12,Merchant Payment,9892.2,2023-10-09
989,6735,3.9.6,Merchant Payment,3822.9,2023-11-28
663,4688,3.6.10,Withdrawal,6610.87,2024-05-18
632,8096,4.7.73,Merchant Payment,52.45,2024-02-01
856,2640,1.5.22,Deposit,260.98,2023-10-03
313,6443,5.0.81,Withdrawal,6419.92,2024-11-30
842,5521,1.4.48,Loan Payment,3298.23,2023-09-08
634,2481,5.0.26,Loan Payment,4791.4,2023-06-16
869,9626,2.3.59,Bill Payment,423.66,2023-12-24
358,8282,4.9.44,Transfer,13.14,2023-06-30
999,8870,1.2.77,Deposit,234.38,2024-07-09
642,6043,3.7.76,Deposit,2799.32,2023-08-02
662,1073,2.5.18,Merchant Payment,8163.12,2023-12-16
492,6027,5.8.22,Merchant Payment,1719.17,2024-03-31
735,3780,5.3.36,Deposit,1011.12,2023-07-03
57,2106,2.9.8,Bill Payment,9585.88,2024-03-02
952,6402,2.6.72,Deposit,7605.15,2024-05-01
644,1157,3.1.21,Withdrawal,6444.62,2023-12-06
343,5255,5.8.8,Transfer,3713.1,2023-11-07
475,4110,2.5.26,Deposit,3189.28,2025-01-12
73,7553,5.2.77,Deposit,8967.65,2024-07-28
421,1571,3.6.57,Loan Payment,4482.87,2024-03-05
648,2334,1.8.93,Bill Payment,9675.99,2024-05-25
705,3722,2.8.53,Transfer,3789.95,2023-04-12
518,2763,5.1.43,Transfer,6969.92,2024-11-10
321,5453,5.9.73,Transfer,5393.48,2023-06-01
938,8335,1.9.50,Withdrawal,7460.95,2024-10-08
201,4676,1.5.29,Loan Payment,2782.69,2023-08-29
685,7110,3.2.10,Bill Payment,435.88,2023-09-06
335,7905,1.2.40,Deposit,5801.64,2024-08-27
438,9020,2.8.95,Bill Payment,3986.34,2023-09-30
929,3274,2.7.25,Bill Payment,9427.74,2023-11-20
41,9667,2.4.85,Bill Payment,1223.52,2023-06-25
513,1622,3.1.52,Withdrawal,8022.23,2023-08-04
228,5161,1.2.8,Transfer,5923.4,2024-08-09
849,7866,2.8.57,Bill Payment,8669.26,2024-08-22
961,1788,2.9.48,Transfer,8275.74,2025-02-02
378,6651,2.3.33,Transfer,2552.03,2023-05-29
509,7606,4.3.20,Transfer,7986.42,2023-09-12
301,7448,4.5.40,Transfer,5697.76,2023-05-03
537,9797,1.9.81,Bill Payment,9918.78,2024-03-11
142,6229,4.4.6,Transfer,3983.84,2024-08-16
39,1263,5.1.86,Bill Payment,8277.36,2023-07-30
845,6915,2.1.85,Merchant Payment,9798.23,2024-05-18
543,9857,3.7.83,Deposit,4661.16,2023-12-11
171,7183,5.3.73,Transfer,1663.28,2023-06-02
271,7981,4.9.66,Withdrawal,6952.46,2023-10-20
763,3524,5.8.77,Merchant Payment,8455.24,2024-03-30
496,9547,4.3.86,Loan Payment,628.63,2024-02-11
171,3035,2.5.82,Merchant Payment,2083.66,2024-03-15
493,3406,2.0.41,Transfer,7637.96,2024-10-14
1,2388,5.3.95,Withdrawal,5564.7,2023-06-17
282,1364,5.7.47,Transfer,4052.17,2024-11-23
770,8358,1.2.51,Loan Payment,8757.46,2024-03-24
761,5583,1.5.69,Withdrawal,1874.81,2024-05-21
146,6099,5.8.12,Transfer,6074.81,2023-08-22
791,1830,1.9.84,Withdrawal,4424.25,2023-11-22
272,9654,1.9.57,Transfer,8619.06,2024-12-30
878,8466,2.2.90,Deposit,2777.38,2025-02-14
808,2676,1.5.87,Deposit,8791.29,2024-12-11
917,2501,4.5.63,Deposit,3292.67,2024-03-09
934,7698,2.4.3,Merchant Payment,5664.72,2024-12-07
431,1813,2.4.22,Withdrawal,4935.9,2023-04-10
936,4619,4.7.65,Merchant Payment,3756.77,2023-06-27
259,9038,4.4.3,Deposit,5313.62,2024-03-01
11,6416,2.2.10,Loan Payment,8465.78,2024-09-20
236,1788,3.6.50,Deposit,7264.17,2024-02-17
708,3837,4.6.69,Withdrawal,277.5,2023-12-22
645,5127,5.0.47,Transfer,6341.63,2024-11-12
54,9408,1.5.62,Transfer,5682.47,2024-01-26
18,9969,3.6.4,Deposit,6233.92,2025-02-05
44,3563,5.9.95,Transfer,790.01,2023-11-30
794,1121,2.5.73,Transfer,4392.19,2024-11-30
359,5920,3.5.37,Deposit,332.5,2024-08-09
233,4211,3.5.11,Merchant Payment,4806.61,2024-09-15
573,3154,5.8.10,Bill Payment,2488.57,2023-10-04
411,7249,1.9.84,Transfer,8726.26,2023-04-08
345,8394,4.4.75,Deposit,9905.56,2023-04-13
940,5476,4.6.74,Deposit,9855.15,2023-02-26
607,6032,1.4.33,Loan Payment,501.03,2023-09-13
782,6136,2.2.98,Loan Payment,8011.56,2024-12-25
795,9578,5.1.12,Transfer,1827.49,2024-03-15
894,6463,3.7.33,Deposit,7978.02,2024-11-07
770,9871,5.2.76,Deposit,179.24,2023-10-18
352,7352,5.1.40,Loan Payment,1965.42,2024-01-19
522,9711,1.2.43,Merchant Payment,5723.32,2023-10-09
210,2798,3.3.17,Withdrawal,7011.88,2023-09-08
359,7444,3.5.41,Transfer,425.52,2023-04-22
31,1114,2.9.66,Bill Payment,3690.47,2025-01-25
141,9042,3.3.74,Transfer,1476.31,2023-05-19
968,8171,1.5.5,Bill Payment,486.51,2023-07-25
942,9080,4.2.60,Withdrawal,5826.56,2023-08-05
836,8900,1.2.35,Withdrawal,7760.55,2024-02-13
558,6573,2.0.10,Loan Payment,8208.49,2023-05-04
47,9665,4.6.78,Bill Payment,2687.0,2024-01-21
946,5451,3.6.49,Loan Payment,8710.9,2023-04-03
833,5051,1.7.86,Merchant Payment,7798.2,2023-12-14
698,2456,4.8.70,Loan Payment,2877.73,2023-10-14
199,6369,1.4.35,Withdrawal,7062.22,2025-01-31
887,8429,5.9.78,Loan Payment,6430.07,2023-11-11
477,2986,2.1.28,Loan Payment,8459.75,2024-04-09
315,4087,1.9.61,Loan Payment,1134.54,2024-05-05
232,6042,3.7.51,Deposit,5894.86,2024-09-23
73,3378,1.0.32,Bill Payment,2544.04,2024-11-27
789,4274,1.6.47,Withdrawal,8947.41,2023-10-13
205,9930,1.6.14,Merchant Payment,5547.98,2024-09-28
220,8326,2.6.50,Transfer,6347.89,2025-02-06
351,7466,5.4.90,Loan Payment,9067.41,2023-04-17
668,4755,2.2.80,Merchant Payment,1889.49,2023-05-20
83,9105,5.3.38,Transfer,9326.18,2023-04-12
1000,3835,1.6.54,Deposit,2069.12,2024-04-04
648,8248,2.0.2,Transfer,6070.64,2023-03-12
965,7320,4.2.46,Merchant Payment,9280.13,2024-06-19
114,9702,3.4.91,Withdrawal,3013.69,2023-08-16
899,1476,1.0.29,Merchant Payment,2266.16,2023-11-07
169,7046,5.9.82,Transfer,7101.41,2023-08-11
753,4599,4.6.86,Withdrawal,1505.03,2025-01-23
167,2258,4.8.44,Withdrawal,8330.53,2023-08-01
924,8056,3.9.22,Deposit,2969.29,2025-01-13
210,9014,4.1.57,Deposit,2751.35,2024-09-11
220,7962,1.6.76,Deposit,4694.27,2023-06-21
244,5416,5.0.54,Merchant Payment,8365.15,2024-11-06
279,3214,3.9.2,Bill Payment,4455.0,2023-03-21
898,3207,2.2.92,Loan Payment,8752.11,2023-02-22
575,1675,2.5.79,Withdrawal,578.97,2023-05-15
392,5453,5.0.88,Loan Payment,2868.79,2024-02-15
628,7084,1.9.6,Transfer,5517.83,2024-11-29
192,7472,1.5.12,Deposit,939.52,2024-12-18
51,8312,2.7.34,Deposit,6542.66,2023-12-07
130,3394,1.0.28,Bill Payment,5253.44,2023-05-19
313,5430,1.4.69,Withdrawal,5353.24,2023-08-31
665,9160,1.0.54,Withdrawal,3284.91,2023-06-03
953,5382,5.2.23,Transfer,4300.01,2023-10-29
385,6973,3.8.75,Loan Payment,5171.94,2024-07-09
653,7576,5.7.98,Bill Payment,2229.8,2023-03-31
448,8333,3.9.44,Bill Payment,3637.1,2023-06-06
793,8896,1.3.42,Withdrawal,7797.91,2023-11-17
227,6917,3.6.60,Loan Payment,1268.56,2024-06-15
902,2775,1.5.44,Withdrawal,6792.46,2023-08-04
952,4471,2.4.46,Loan Payment,101.0,2023-08-25
9,3442,5.8.42,Bill Payment,5816.3,2024-12-23
147,2226,1.5.43,Deposit,5980.38,2024-08-04
673,8398,3.5.43,Bill Payment,6395.23,2023-06-13
471,1940,3.4.84,Bill Payment,9679.29,2024-10-11
552,2243,5.7.74,Deposit,5937.21,2024-04-22
476,2974,5.3.78,Merchant Payment,2951.66,2024-01-10
289,4746,5.9.1,Transfer,2468.8,2023-04-22
943,9457,1.7.20,Bill Payment,3140.94,2023-11-06
763,6594,3.6.67,Merchant Payment,9818.71,2023-12-31
484,4271,1.5.83,Deposit,2902.77,2023-10-04
643,7077,1.5.68,Bill Payment,420.84,2023-04-24
538,6354,1.3.67,Merchant Payment,5489.47,2024-06-24
954,2238,1.6.8,Merchant Payment,6072.6,2023-03-25
690,9294,5.0.8,Withdrawal,9093.94,2024-12-19
186,8322,5.6.28,Withdrawal,8668.64,2023-10-25
118,1258,3.7.10,Deposit,7575.8,2024-03-08
862,7624,3.8.78,Transfer,1383.76,2023-07-28
