Customer_ID,Branch_ID,Account_Type,Balance,Currency,Status,Created_Date
1770,9,Loan,61633.67,JPY,Closed,2018-01-01
2939,55,Checking,19613.82,USD,Closed,2018-09-21
1147,77,Savings,49909.93,INR,Active,2017-03-07
4523,82,Savings,10255.59,JPY,Active,2021-11-30
907,8,Checking,41528.88,EUR,Inactive,2023-07-09
1443,80,Business,33118.65,GBP,Inactive,2020-12-11
1482,58,Business,30518.71,GBP,Active,2019-12-01
4714,45,Savings,63321.58,USD,Active,2018-02-12
4151,92,Checking,10584.86,USD,Closed,2016-03-15
565,38,Business,55636.14,JPY,Active,2021-07-05
614,4,Savings,97454.29,GBP,Active,2018-01-20
3722,24,Savings,63038.37,INR,Inactive,2023-01-12
2299,23,Business,16405.18,USD,Inactive,2020-09-20
3146,67,Loan,13302.67,GBP,Closed,2021-03-08
3024,14,Business,7483.32,GBP,Inactive,2016-08-04
868,7,Savings,93212.34,INR,Active,2022-05-21
428,44,Savings,70131.91,USD,Closed,2020-12-23
1361,57,Savings,9033.8,EUR,Active,2017-04-23
4552,42,Checking,48764.52,USD,Inactive,2019-02-10
3562,78,Checking,91067.35,INR,Active,2023-06-28
2641,55,Business,61187.36,INR,Inactive,2023-02-23
4160,21,Checking,54528.85,JPY,Inactive,2020-11-23
1847,100,Savings,21743.74,GBP,Closed,2021-02-16
3662,96,Loan,84591.1,INR,Inactive,2016-04-12
2458,57,Checking,4356.53,USD,Inactive,2023-11-02
833,73,Savings,35060.96,GBP,Active,2021-10-25
3773,100,Loan,46601.65,USD,Active,2020-03-29
2200,35,Business,66522.12,INR,Closed,2022-06-11
488,35,Savings,41138.55,USD,Active,2017-09-20
4383,75,Loan,51586.4,USD,Active,2021-01-15
4416,41,Business,17731.06,EUR,Active,2022-10-15
704,43,Checking,56914.95,USD,Active,2020-02-05
2802,36,Loan,58526.46,INR,Inactive,2023-01-01
4791,49,Checking,93376.47,INR,Active,2015-05-09
2252,67,Loan,70838.21,EUR,Closed,2019-11-11
2236,12,Loan,2982.25,GBP,Inactive,2018-01-31
4219,78,Loan,43232.06,GBP,Inactive,2023-10-30
1678,28,Loan,67953.95,INR,Inactive,2017-01-04
3073,7,Business,65934.73,EUR,Inactive,2021-07-01
4840,23,Checking,17753.5,INR,Closed,2024-10-24
2638,89,Checking,70353.28,GBP,Closed,2022-10-26
3053,7,Business,56162.15,EUR,Inactive,2018-09-30
4757,65,Savings,36495.35,USD,Closed,2017-03-10
1379,67,Loan,71279.95,JPY,Closed,2020-04-15
4389,66,Savings,96507.69,INR,Active,2022-08-29
4726,1,Savings,49610.45,USD,Inactive,2016-05-03
3329,52,Loan,18164.75,USD,Inactive,2018-06-12
1373,56,Savings,15660.45,USD,Active,2023-03-19
2924,67,Checking,19058.5,EUR,Closed,2025-02-13
2713,19,Loan,7152.99,EUR,Active,2018-07-28
4496,55,Savings,39382.06,GBP,Active,2015-04-15
3000,35,Business,36867.32,GBP,Closed,2015-11-01
1308,36,Loan,79241.12,EUR,Closed,2019-08-31
3245,87,Savings,46541.21,USD,Closed,2021-09-27
2203,48,Loan,86401.05,INR,Active,2020-01-18
1276,45,Checking,9328.06,GBP,Inactive,2018-04-12
859,14,Loan,12817.82,JPY,Closed,2019-08-26
4270,18,Checking,81285.67,INR,Inactive,2022-09-30
3441,47,Loan,30449.38,USD,Inactive,2016-08-27
1281,78,Loan,75504.5,EUR,Active,2022-08-16
1128,90,Savings,23063.42,USD,Active,2017-06-30
2101,25,Business,73565.55,EUR,Inactive,2015-07-14
3096,32,Business,74686.23,INR,Closed,2024-08-12
4595,36,Business,42069.67,EUR,Active,2022-10-09
594,65,Business,7367.89,GBP,Active,2018-12-03
2230,60,Checking,56484.12,EUR,Inactive,2022-08-09
916,92,Checking,28650.12,EUR,Closed,2022-10-14
1730,67,Loan,36919.14,JPY,Inactive,2015-05-29
2202,79,Checking,25830.54,GBP,Inactive,2023-01-27
3885,48,Business,78468.47,GBP,Closed,2019-01-17
618,3,Savings,98502.05,EUR,Closed,2016-06-22
102,78,Loan,2917.78,USD,Closed,2022-11-04
3355,80,Business,26033.19,EUR,Active,2023-04-01
3052,51,Business,98061.39,INR,Inactive,2023-12-27
1030,1,Checking,47709.78,GBP,Active,2024-03-23
1665,38,Loan,80221.35,USD,Closed,2019-11-14
109,65,Business,97005.46,USD,Active,2018-09-30
3938,24,Checking,84531.42,GBP,Closed,2023-11-19
4335,96,Loan,1779.97,EUR,Inactive,2021-07-13
494,97,Loan,65454.68,JPY,Inactive,2021-02-22
4929,48,Business,69306.29,INR,Active,2015-05-17
76,60,Loan,93864.27,INR,Closed,2018-08-14
4729,99,Loan,82225.6,EUR,Active,2024-09-06
2939,29,Checking,3589.82,GBP,Active,2019-07-11
4970,11,Checking,6894.13,JPY,Closed,2018-03-09
3340,94,Checking,56558.91,INR,Active,2015-12-07
1409,50,Business,19417.43,INR,Inactive,2021-04-23
3373,57,Savings,56092.11,INR,Closed,2024-10-01
1888,32,Loan,13994.47,USD,Active,2024-12-13
418,91,Savings,14438.26,INR,Active,2022-09-13
4969,8,Savings,74711.53,EUR,Inactive,2024-01-03
944,85,Savings,47672.8,EUR,Closed,2020-05-13
4042,8,Business,96100.99,USD,Inactive,2016-09-21
1224,48,Savings,87270.23,GBP,Inactive,2021-11-13
3051,13,Business,50522.88,EUR,Closed,2019-12-19
2843,45,Checking,89564.81,EUR,Closed,2017-09-12
4394,62,Savings,39335.97,INR,Active,2024-06-03
4759,14,Business,98611.15,GBP,Inactive,2022-09-24
1693,78,Savings,61262.55,EUR,Active,2022-08-06
4782,45,Checking,77318.11,EUR,Inactive,2022-09-25
1860,66,Loan,48194.21,JPY,Closed,2017-12-13
660,12,Business,58999.13,JPY,Closed,2024-08-26
386,54,Savings,29999.49,INR,Closed,2020-05-21
3346,78,Business,41270.24,JPY,Active,2023-06-06
1873,92,Savings,41136.55,EUR,Inactive,2017-01-13
3271,97,Checking,56573.65,INR,Active,2018-03-17
3940,61,Loan,21944.54,EUR,Active,2023-06-03
744,40,Savings,19142.47,USD,Inactive,2019-09-30
2611,13,Checking,74012.28,JPY,Closed,2023-06-10
448,18,Loan,76780.51,GBP,Active,2020-07-22
1866,79,Business,85745.56,JPY,Closed,2020-09-15
4170,57,Checking,98977.53,EUR,Closed,2015-09-03
1736,27,Loan,18550.15,GBP,Closed,2019-04-19
4031,60,Business,11262.14,EUR,Active,2021-04-05
2188,76,Loan,7079.99,EUR,Closed,2021-03-13
249,77,Savings,79876.78,GBP,Active,2022-02-16
3509,60,Loan,7674.89,EUR,Closed,2022-01-11
4086,66,Savings,37773.03,GBP,Active,2019-10-01
2682,38,Savings,78696.25,GBP,Closed,2018-10-20
2356,31,Checking,96109.69,USD,Active,2019-11-26
1603,94,Loan,87406.92,INR,Inactive,2019-07-25
2074,14,Business,62877.6,INR,Active,2022-06-24
4409,9,Savings,40001.96,USD,Closed,2017-12-07
1637,21,Business,61494.46,JPY,Closed,2021-11-07
4796,88,Business,66678.64,INR,Inactive,2019-10-16
834,69,Loan,89682.12,EUR,Active,2020-09-24
492,37,Loan,34404.15,GBP,Closed,2016-08-05
3858,19,Loan,44107.55,USD,Inactive,2019-06-28
600,98,Checking,13058.6,INR,Closed,2020-11-22
286,35,Savings,62225.62,INR,Closed,2018-02-14
3054,17,Loan,68959.36,GBP,Inactive,2021-08-14
4479,89,Checking,39598.06,JPY,Active,2017-06-19
3839,54,Business,19125.53,GBP,Inactive,2017-07-26
1755,48,Savings,59650.77,GBP,Inactive,2025-02-18
2600,8,Savings,79691.5,JPY,Closed,2020-01-23
3557,10,Business,797.65,USD,Inactive,2016-11-01
4795,43,Business,13232.53,JPY,Active,2024-11-25
2305,66,Checking,79563.61,USD,Closed,2021-06-26
2235,42,Loan,70026.46,JPY,Closed,2021-07-25
3362,44,Business,41302.64,INR,Active,2020-06-01
2598,86,Checking,24138.92,INR,Inactive,2017-10-24
786,36,Business,61324.08,GBP,Closed,2019-04-18
144,69,Loan,56774.81,GBP,Active,2021-05-04
4474,34,Loan,84784.78,JPY,Closed,2020-05-05
800,34,Savings,80098.32,GBP,Inactive,2018-02-02
2714,27,Business,4269.47,USD,Closed,2018-04-02
3581,43,Savings,3116.8,INR,Closed,2021-12-03
2798,25,Loan,40765.7,EUR,Inactive,2018-05-14
1881,4,Checking,76411.08,INR,Closed,2018-12-14
4966,11,Loan,23380.24,JPY,Closed,2022-11-24
4196,1,Business,85098.56,EUR,Closed,2022-05-16
1974,4,Loan,9252.04,USD,Closed,2024-03-25
4081,97,Business,63591.51,USD,Active,2017-01-15
4017,27,Checking,77008.36,JPY,Active,2018-06-22
144,95,Checking,19804.45,JPY,Inactive,2016-03-29
3100,5,Savings,16777.1,EUR,Active,2017-02-04
3513,60,Loan,98691.29,GBP,Active,2022-05-11
1644,6,Business,95984.14,INR,Inactive,2015-02-27
1530,88,Checking,15022.14,JPY,Active,2022-06-18
1954,45,Loan,29159.48,JPY,Closed,2025-01-18
2625,53,Loan,21171.88,EUR,Inactive,2018-05-23
1822,4,Business,87500.55,GBP,Closed,2020-01-07
527,34,Loan,33198.14,INR,Active,2017-04-25
1993,3,Business,2823.47,EUR,Inactive,2016-08-16
4257,93,Business,88790.53,USD,Active,2020-12-11
2456,20,Loan,10010.49,INR,Active,2024-04-27
105,21,Checking,45738.99,GBP,Active,2023-09-28
2990,59,Business,6106.05,EUR,Closed,2018-04-10
4476,74,Business,59955.86,EUR,Inactive,2020-06-08
3220,14,Loan,17490.19,JPY,Active,2020-06-11
345,73,Savings,72553.4,EUR,Active,2016-08-27
4577,60,Savings,75074.94,EUR,Active,2017-11-19
2739,59,Savings,17294.84,INR,Active,2016-11-12
2825,54,Loan,27104.1,INR,Active,2021-11-14
4265,38,Savings,81132.04,EUR,Closed,2023-01-21
548,41,Checking,89375.75,GBP,Active,2019-04-21
792,30,Loan,18512.28,INR,Inactive,2024-03-25
4236,86,Savings,22844.64,JPY,Inactive,2018-07-16
1987,72,Business,14140.41,USD,Closed,2016-09-14
944,20,Business,96790.51,INR,Closed,2023-11-01
138,36,Business,20141.83,USD,Active,2023-02-17
4603,83,Business,17919.5,EUR,Inactive,2024-11-22
382,21,Loan,5135.01,EUR,Active,2021-01-13
835,12,Loan,89192.62,JPY,Active,2022-10-26
1178,42,Savings,98195.34,GBP,Closed,2015-06-11
3964,55,Checking,75159.12,GBP,Closed,2024-11-23
2088,18,Business,66597.5,USD,Active,2021-01-18
793,24,Business,95834.03,EUR,Active,2023-02-13
4025,76,Savings,42126.7,EUR,Active,2016-04-23
741,55,Checking,60799.73,USD,Inactive,2016-09-09
1332,89,Savings,11815.55,EUR,Active,2024-03-24
3014,54,Loan,8320.89,INR,Inactive,2017-11-07
167,96,Savings,61607.63,EUR,Inactive,2024-09-23
736,64,Loan,44368.68,JPY,Inactive,2023-11-28
2483,42,Savings,62011.45,GBP,Inactive,2020-04-01
4526,1,Loan,17660.27,USD,Closed,2017-03-04
398,40,Savings,94223.95,EUR,Inactive,2023-12-10
4533,80,Business,87154.07,JPY,Active,2016-11-26
2757,92,Checking,48032.64,EUR,Active,2024-12-14
2018,21,Loan,93782.24,USD,Inactive,2023-09-07
3941,72,Checking,60128.33,INR,Inactive,2023-02-14
4734,86,Savings,58263.33,INR,Active,2015-05-25
1857,45,Business,67365.36,JPY,Active,2022-04-07
1663,62,Savings,86611.99,JPY,Inactive,2021-03-31
4739,48,Business,93296.7,JPY,Active,2016-05-16
541,43,Savings,3216.19,USD,Inactive,2025-01-15
1391,78,Checking,40363.27,EUR,Inactive,2022-07-13
3845,54,Savings,69015.42,USD,Closed,2022-07-20
2793,32,Savings,78612.07,EUR,Inactive,2018-04-02
1008,2,Loan,1656.99,GBP,Active,2015-11-11
4850,31,Checking,35464.05,INR,Closed,2021-10-01
432,67,Loan,77400.42,USD,Closed,2022-06-09
1082,19,Business,59217.02,JPY,Inactive,2024-12-13
532,31,Checking,44601.98,USD,Inactive,2017-07-05
4921,44,Loan,90666.7,USD,Closed,2016-09-25
2322,88,Checking,30458.18,GBP,Active,2018-03-23
1228,14,Checking,41919.14,USD,Inactive,2021-09-18
3331,69,Checking,36172.6,INR,Active,2021-06-19
4817,81,Savings,7297.55,INR,Closed,2024-09-20
50,32,Savings,56830.39,GBP,Active,2020-06-18
4207,14,Checking,36945.73,INR,Inactive,2024-03-15
2359,13,Loan,41604.36,JPY,Closed,2017-06-11
3505,50,Loan,6018.02,INR,Active,2021-12-07
3095,62,Savings,58169.98,USD,Closed,2017-08-21
955,95,Loan,76837.83,JPY,Inactive,2022-02-06
4617,59,Loan,84206.79,JPY,Inactive,2022-01-20
1993,59,Savings,75355.83,JPY,Inactive,2020-11-07
2142,89,Savings,15899.0,JPY,Inactive,2020-03-26
554,26,Checking,6244.45,JPY,Closed,2023-07-20
4852,28,Savings,7901.36,INR,Inactive,2016-12-18
2946,65,Loan,52136.28,GBP,Closed,2024-04-05
1056,54,Checking,47131.73,USD,Active,2017-07-12
4349,41,Savings,13013.22,GBP,Inactive,2023-10-05
309,69,Savings,66079.94,JPY,Active,2017-11-01
4671,51,Savings,47210.29,EUR,Closed,2020-12-31
403,47,Loan,37940.6,USD,Closed,2024-04-03
2189,47,Business,6989.11,JPY,Active,2019-11-10
2607,10,Business,32260.38,JPY,Active,2016-09-26
4350,72,Business,25421.53,EUR,Closed,2016-06-10
2469,74,Loan,96741.3,EUR,Closed,2016-12-11
1244,20,Savings,40615.76,USD,Active,2023-03-12
30,14,Business,99000.18,EUR,Active,2023-11-26
3665,40,Savings,15799.86,JPY,Inactive,2020-02-16
1407,97,Loan,59803.66,JPY,Closed,2024-02-23
2251,56,Savings,47884.73,USD,Active,2024-05-19
2217,23,Savings,71850.82,EUR,Closed,2024-01-16
4355,78,Savings,82679.47,GBP,Inactive,2018-09-15
1248,25,Business,4793.68,JPY,Closed,2016-01-23
4551,100,Business,76041.73,EUR,Inactive,2024-02-23
25,77,Checking,5140.36,USD,Active,2016-02-26
1465,68,Savings,7248.72,EUR,Closed,2018-04-09
3558,31,Loan,36674.24,EUR,Active,2020-03-21
4295,15,Checking,81047.68,EUR,Inactive,2020-04-07
344,44,Loan,28515.09,USD,Inactive,2016-03-08
4732,71,Savings,45765.18,INR,Closed,2018-11-19
686,91,Savings,19530.34,GBP,Closed,2016-02-26
1648,24,Business,81430.63,USD,Active,2016-04-17
1738,39,Loan,92154.71,INR,Active,2022-03-13
2358,8,Business,91043.66,GBP,Closed,2019-10-16
284,62,Savings,35685.89,JPY,Active,2019-11-14
3439,19,Business,97909.15,JPY,Inactive,2019-08-19
2576,99,Loan,78924.3,EUR,Inactive,2024-10-15
2634,4,Business,68607.45,EUR,Active,2019-03-24
2674,46,Checking,15623.8,INR,Inactive,2024-01-08
2864,97,Checking,22845.83,INR,Closed,2022-03-02
853,55,Business,96842.77,USD,Closed,2018-11-03
703,82,Loan,94803.3,EUR,Closed,2020-12-22
622,13,Loan,90394.11,USD,Inactive,2017-11-24
1463,32,Loan,1073.33,EUR,Closed,2019-05-23
29,64,Business,68338.98,EUR,Active,2024-05-20
1007,98,Checking,6484.09,EUR,Inactive,2016-02-05
378,47,Savings,29838.42,INR,Closed,2020-01-24
4067,84,Loan,61835.77,GBP,Closed,2016-02-07
3124,96,Savings,78627.57,INR,Active,2015-09-16
4652,93,Checking,62361.83,USD,Inactive,2018-06-18
407,26,Savings,74805.39,GBP,Closed,2020-01-28
3055,17,Checking,970.67,GBP,Inactive,2017-04-04
4485,25,Loan,9047.83,USD,Inactive,2016-06-26
437,91,Savings,53274.81,JPY,Closed,2024-01-16
1374,46,Savings,11120.15,GBP,Active,2020-09-28
3053,98,Savings,5546.04,GBP,Closed,2017-05-31
3425,62,Business,8218.55,EUR,Active,2021-04-28
3203,49,Savings,40212.52,JPY,Closed,2019-06-27
2636,81,Loan,71390.76,USD,Closed,2017-07-16
3894,11,Loan,95286.24,INR,Active,2020-09-18
2875,60,Loan,58009.94,USD,Closed,2021-02-19
3997,25,Checking,16827.84,EUR,Closed,2019-07-02
936,70,Business,93839.2,EUR,Inactive,2022-07-07
4293,20,Savings,34374.64,INR,Active,2024-02-02
3900,33,Savings,99072.71,GBP,Active,2016-05-27
2437,86,Business,32589.02,INR,Active,2019-01-08
3091,65,Loan,93725.7,GBP,Inactive,2022-09-04
1880,55,Loan,83584.27,JPY,Inactive,2015-09-09
4958,34,Savings,97153.44,USD,Active,2024-06-29
2315,53,Savings,72960.18,USD,Active,2020-08-03
693,5,Savings,92188.97,GBP,Active,2020-05-31
3830,83,Savings,49863.19,GBP,Closed,2018-01-30
178,59,Checking,268.52,INR,Inactive,2016-04-17
2387,81,Checking,89506.6,GBP,Inactive,2016-07-07
1829,25,Business,5356.62,JPY,Closed,2015-05-14
2499,28,Checking,13476.84,EUR,Closed,2017-07-27
4310,6,Savings,89249.79,USD,Closed,2022-04-03
857,51,Business,16360.76,INR,Inactive,2022-08-04
4084,36,Checking,41572.35,EUR,Closed,2017-03-27
1972,68,Savings,1005.41,INR,Active,2018-01-17
2320,62,Business,42767.36,INR,Active,2015-09-14
1131,85,Loan,30973.32,GBP,Inactive,2019-01-16
1062,75,Business,14779.3,GBP,Closed,2020-05-10
3568,31,Business,15458.84,JPY,Closed,2024-08-27
3299,52,Loan,35842.14,GBP,Closed,2022-04-19
316,48,Checking,71120.59,EUR,Closed,2015-10-11
2328,23,Savings,74991.46,JPY,Inactive,2021-05-08
2369,48,Loan,885.91,USD,Closed,2016-12-30
4518,24,Checking,74605.5,GBP,Active,2022-01-27
3191,50,Checking,1822.28,USD,Closed,2021-07-21
990,75,Loan,3839.28,INR,Inactive,2017-03-04
4816,28,Checking,60569.48,EUR,Active,2022-02-24
3109,19,Loan,10473.45,USD,Active,2020-12-14
2412,59,Business,28437.2,JPY,Closed,2024-12-05
2616,63,Loan,63866.28,EUR,Active,2020-11-07
2094,5,Loan,54230.68,GBP,Closed,2020-03-25
1684,31,Loan,1945.65,EUR,Closed,2016-01-19
2591,52,Checking,12309.78,EUR,Closed,2016-01-18
2101,82,Savings,53554.05,INR,Active,2021-06-13
1033,65,Checking,47155.32,JPY,Closed,2017-01-27
137,64,Loan,70013.81,EUR,Inactive,2024-12-20
1580,99,Loan,40265.46,EUR,Active,2024-02-21
4107,61,Checking,25853.58,GBP,Active,2017-05-26
3922,76,Checking,20506.07,JPY,Inactive,2015-08-14
893,14,Loan,110.27,GBP,Active,2017-05-29
3581,92,Checking,1465.57,USD,Active,2021-06-28
3157,48,Savings,15826.24,EUR,Inactive,2015-09-07
1516,5,Business,20255.46,JPY,Active,2024-09-06
1048,27,Loan,1224.05,USD,Active,2020-10-14
2301,34,Checking,51476.66,JPY,Closed,2019-03-15
1550,60,Checking,87478.59,JPY,Inactive,2024-08-06
4038,77,Checking,83965.3,JPY,Active,2015-10-06
2474,18,Loan,45693.86,INR,Inactive,2019-04-18
4832,12,Savings,38640.65,EUR,Inactive,2017-07-03
2737,94,Loan,35521.75,INR,Inactive,2023-06-26
1434,20,Checking,74531.37,USD,Closed,2017-05-19
3415,44,Savings,67032.64,JPY,Closed,2024-01-10
4881,27,Savings,14374.33,JPY,Inactive,2018-12-02
1858,39,Business,61030.09,USD,Active,2020-04-22
3019,60,Checking,63710.11,EUR,Inactive,2020-01-08
3311,4,Savings,72643.32,USD,Closed,2022-07-24
4911,52,Business,51904.85,USD,Active,2019-03-12
3634,32,Savings,31685.28,USD,Closed,2019-01-18
965,22,Loan,5496.94,INR,Closed,2015-07-02
561,81,Savings,48361.28,USD,Closed,2017-04-06
3716,11,Business,62541.1,INR,Closed,2020-02-06
2775,34,Business,51790.25,GBP,Inactive,2019-04-13
2632,3,Savings,57941.45,INR,Inactive,2019-09-25
2142,10,Savings,26623.98,INR,Inactive,2023-08-05
3488,66,Savings,27467.27,GBP,Active,2016-12-14
4278,23,Savings,14830.6,USD,Active,2024-06-18
2406,39,Loan,21305.74,INR,Closed,2017-12-30
1149,51,Checking,75128.8,JPY,Inactive,2015-12-18
4402,59,Savings,37122.02,USD,Inactive,2023-06-20
1011,48,Checking,28928.45,JPY,Closed,2020-10-30
140,1,Loan,39712.94,JPY,Inactive,2020-01-11
4227,78,Loan,48056.29,EUR,Inactive,2023-08-11
1137,33,Checking,12909.3,GBP,Active,2019-04-17
965,56,Business,5928.37,INR,Inactive,2024-09-02
100,58,Savings,69913.78,GBP,Closed,2022-04-08
3291,90,Savings,81564.91,JPY,Closed,2015-05-11
4431,75,Savings,96506.25,EUR,Inactive,2022-07-20
3156,81,Savings,75729.72,USD,Closed,2019-02-20
3776,31,Savings,6162.26,EUR,Closed,2015-11-20
2806,38,Loan,4475.9,INR,Closed,2022-03-15
3165,1,Loan,90855.42,EUR,Inactive,2022-12-16
4216,16,Checking,33845.3,GBP,Active,2022-05-15
3724,30,Checking,45811.32,JPY,Closed,2018-10-23
2394,30,Checking,71363.8,GBP,Closed,2021-08-26
880,66,Savings,88178.26,JPY,Active,2022-05-07
573,15,Business,43842.66,GBP,Closed,2018-03-21
145,98,Savings,92427.03,GBP,Active,2021-08-15
719,18,Checking,83320.99,USD,Inactive,2020-10-14
3991,79,Checking,48624.67,INR,Active,2020-03-02
3,67,Checking,30395.67,EUR,Inactive,2018-06-12
4022,24,Loan,64966.33,GBP,Active,2015-05-06
4225,44,Checking,57850.79,USD,Inactive,2021-05-18
2626,53,Checking,39352.08,EUR,Active,2024-05-21
1500,37,Business,15559.45,GBP,Closed,2024-05-03
449,55,Checking,44754.0,USD,Closed,2015-10-04
1215,64,Loan,9240.73,INR,Active,2015-05-18
2501,75,Savings,90213.03,USD,Active,2021-03-23
4415,43,Checking,66671.25,GBP,Inactive,2020-09-13
3084,13,Loan,13807.28,USD,Closed,2020-11-16
86,41,Loan,5489.13,INR,Active,2020-09-04
2944,21,Savings,5759.49,JPY,Closed,2022-09-19
4897,67,Checking,61264.06,USD,Closed,2018-04-29
3043,32,Loan,74266.78,EUR,Closed,2020-06-27
125,54,Business,72881.27,USD,Active,2022-12-19
1814,76,Business,85772.79,JPY,Inactive,2025-01-08
2740,32,Savings,64322.75,JPY,Closed,2020-05-08
4214,78,Savings,34687.66,EUR,Inactive,2015-05-14
1021,29,Savings,61380.56,USD,Closed,2021-06-12
